Sample,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var039,var040,var041,var042,var043,var044,var045,var046,var047,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var058,var059,var060,var061,var062,var063,var064,var065,var066,var067,var068,var069,var070,var071,var072,var073,var074,var075,var076,var077,var078,var079,var080,var081,var082,var083,var084,var085,var086,var087,var088,var089,var090,var091,var092,var093,var094,var095,var096,var097,var098,var099,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191
s24,1.55717331,1.137773293,1.002286108,1.351698951,2.115384652,0.81764428,2.037734018,1.893804291,1.921162671,2.040901941,1.931637074,1.213521323,0.933770857,1.377933392,1.526139673,0.297031959,0.627969116,0.987060084,0.934430087,-0.140412132,2.069206751,1.835580602,1.720130451,2.322468517,2.0481907,1.853617641,-0.110446038,-0.407803947,-0.27337368,-0.914522981,-0.091065158,-0.826062382,0.091752111,-0.23405703,0.19078762,-0.808457834,-0.995131885,-0.265060432,-0.196769198,-0.588593294,-0.820322625,-0.72851524,-0.432175627,134981.6055,41332.31303,25331.88459,830478.851,1689605.927,47437.37197,1557.339549,71521.36469,633830.664,148198.0937,1951648.644,24114.35681,91063.44468,1410782.992,244688.9093,1744671.946,6441.906889,15033.43471,488678.2951,232053.2706,41692.38769,0.050465183,21.44548693,0.563914555,11.8480154,1.872855639,3.780274112,0.150045189,0.030590437,0.067062914,0.033856819,0.289468256,5.796253017,0.041235951,0.003442886,0.06682474,0.02986103,5.329079522,0.010081979,0.036827611,3.705551839,6.260334448,52.67826087,4.242943144,37.60829431,19.730301,150.6354515,1.156254181,508.1110368,113.2323746,459.5480936,4.107959866,203.7070234,36.59919732,168.7642809,25.36419653,0.401248581,61.43278742,15.88276309,1.290578888,29.97835252,0.174489894,0.267607311,0.020746632,0.305596019,0.142342821,1.159874108,0.600042531,0.081098151,0.02096992,0.066735425,0.193777712,0.018077811,0.080768536,1.341738881,0.038469309,0.75978054,46.63864115,1.632965786,83.85191843,553.9564697,0.316242313,8.919058679,18.57561681,4.398074704,0.691952613,14.21039485,32.79258513,20.24425552,2.8027667,0.401814278,0.702397125,7.933973151,9.123332895,1.874636633,0.0655,0.0889,0.1452,0.4929,0.9290,1.1584,4.6301,7.2058,8.0334,3.1247,0.5849,5.0904,28.5831,39.0077,38.0452,13.3775,2.7469,7.7878,12.9665,19.1750,12.1684,4.8115,0.2309,0.8802,1.5731,5.5142,10.5366,17.2072,12.8174,0.0672,0.2551,0.8300,1.8480,3.2564,4.0089,0.046200711,0.014057115,0.00862553,0.978378422,1.235336465,1.113238616,0.950879342,0.277035031,4.224666704,1.488163066,1.650280578,4.414925309,0.672793989,0.059879065,0.143550194,0.058385514,0.299083722,2.030290087
s25,-1.100062286,-1.526779855,-1.25433112,-1.29853921,-0.607426261,-1.084761926,-1.276538663,-1.05868804,-1.376443091,0.023146979,-0.281638597,-0.061152313,-0.383698457,-0.989068005,-0.368080049,-0.561215721,-1.484157521,0.721944004,-0.898549166,-0.148488104,-0.998641095,-0.465339256,-0.672014972,-0.183302062,-0.819888547,-1.162693803,-0.260693242,0.030263801,0.351009821,-0.0132503,-0.04522287,-0.409921727,0.056848863,-0.275486909,-0.084800945,-0.376739591,-0.353555952,-0.151600176,0.130935195,0.241671779,-0.38469641,-0.610474107,-0.520145744,101733.9948,45856.88004,19130.75529,714327.7993,1612506.373,73918.22724,1244.730589,57226.67585,635850.4513,192820.4022,1546318.222,22657.73174,48239.01702,1048470.921,223296.9756,1379383.095,4569.622942,15739.82834,320381.0701,200262.8419,44693.38592,0.090441275,24.61879595,1.050686341,14.41153902,2.981218201,6.148808666,0.344742436,0.061589945,0.090853256,0.05090876,0.228184578,7.164281977,0.053036909,0.005962356,0.09481131,0.048962591,6.617779901,0.011171518,0.043687713,2.997356405,5.775654891,72.5161019,2.946407114,48.12004326,28.02895938,130.0663302,1.803052151,549.8960586,132.1111512,415.4527758,3.261475607,176.5072098,32.02126893,182.2909156,30.40694097,0.694770236,71.57306287,22.03845414,3.144299173,31.72909056,0.257152173,0.402192347,0.031692232,0.662048937,0.262502875,1.308958193,1.041420552,0.089094121,0.045082889,0.090302263,0.309109842,0.027352527,0.107466466,1.837964964,0.074080814,0.9086463,68.53912709,2.328686791,77.0904145,685.5347995,0.109640261,2.952861379,8.42033796,2.36183779,0.246149406,4.52206712,15.30840177,6.611030936,2.337474745,0.470454724,0.607646086,2.052635722,4.54841122,0.663535462,0.0401,0.1218,0.0759,0.3084,0.5698,0.9124,2.1749,3.6942,4.0600,2.2296,0.2984,2.9280,16.0390,23.5054,23.9479,9.8168,1.2287,5.2952,7.7583,11.8538,6.1903,2.1801,0.0639,0.3481,0.8193,2.0884,4.7124,7.3801,4.7711,0.0355,0.1136,0.2826,0.8034,1.3492,1.6006,0.056206343,0.022804044,0.011113993,0.658792873,0.633738886,0.670332123,1.305458373,0.388193531,3.782708617,1.344799194,1.367340845,5.29501695,0.878539287,0.087087259,0.17057642,0.058522638,0.354335815,1.642096247
s26,-2.215159013,-2.921900204,-1.988726311,-1.797997233,-1.038020306,-1.811750535,-1.54653596,-2.887225719,-1.763550013,-0.37399219,-0.695196225,-0.991212444,-0.958210935,-2.340432667,-0.499518501,-0.422454976,-0.631895358,0.569890266,-0.086232286,0.277677747,0.527891363,-0.098992251,0.773957874,0.680174644,1.292217481,0.547176814,-0.010605888,0.245633579,-0.239074873,-0.143535664,0.236595026,-0.383622938,-0.193561207,-0.927360221,-0.338552014,-0.595745211,-0.085835192,-0.139760712,-0.73680094,-0.570512841,-0.333389811,-0.475140627,-0.672444512,98656.61846,38551.68201,17991.89801,681653.9889,1685991.25,48054.04698,864.3268258,52033.00799,584408.3449,153479.7923,1485038.104,21586.39526,61782.34503,1129078.476,189824.8686,1468423.839,4523.597039,11888.253,349990.9609,171773.0254,35373.18008,0.056921339,18.66563241,0.548129724,11.92637434,1.826399161,4.070667261,0.200264432,0.046116087,0.053740046,0.034520577,0.202462969,4.349486333,0.045498065,0.003158497,0.061718608,0.027879374,4.379004478,0.011615773,0.034401532,4.520357327,9.609517265,82.29874592,6.11046212,69.56467961,37.74591995,161.2204089,2.243428964,582.8268339,169.8797457,499.8306133,3.424669301,242.95877,44.53203917,209.042089,19.67690801,0.317125301,46.58936682,15.48811114,1.260842461,23.97542079,0.26642064,0.347389111,0.029257259,0.501593179,0.212794574,1.16691911,0.749789771,0.083161942,0.035645174,0.089613179,0.251309497,0.017960629,0.087954145,1.403927985,0.05114638,0.623715831,52.86641731,1.737999822,89.38053049,762.3720046,0.466545211,7.636729814,15.6544642,3.885822457,0.768385545,12.15464211,24.24691499,19.36270086,3.95513742,0.606199917,0.746552043,5.230803171,7.78193541,1.874436015,0.0627,0.1356,0.1054,0.4729,0.6836,0.7973,4.4455,7.2871,5.4583,2.3971,0.5210,5.5959,28.0163,43.8967,28.4677,10.9348,2.2858,8.5053,14.1968,16.8602,9.6113,4.1678,0.1113,0.6790,1.6119,4.4080,8.3721,12.3780,8.8733,0.0706,0.2578,0.5617,1.4124,2.4857,2.7854,0.058838643,0.016853059,0.011599367,0.806073187,1.078382782,1.325745794,1.530876427,0.373999297,3.90342538,1.383827149,1.649865446,4.371585438,0.753752637,0.07371058,0.168337886,0.060951615,0.306073187,1.366068048
s27,-0.113363128,-0.163137329,0.243115878,0.64753964,-0.885450673,0.581843749,0.941381464,0.056319278,-0.260223584,1.125219257,1.144100316,1.120441339,0.554251027,1.581159194,0.725652494,0.195797777,0.121937314,0.897998048,0.566179593,0.272891056,0.695055266,0.531889773,0.490547257,0.588092791,0.636275342,0.241394843,0.102048414,0.296117152,-1.840616647,-1.363875089,-0.209833732,-0.9409308,-0.194483031,0.189426881,0.757153505,-0.392837539,-1.03515613,-0.203730073,0.316470686,0.259351126,-0.854600034,-0.482869807,-0.25122876,87171.29885,32221.43203,17808.02919,538058.2961,1393308.536,35539.11262,922.342339,49637.06181,488233.5922,119866.2949,1578237.144,18622.88717,80485.31168,1125779.638,209921.2139,1384934.488,4757.021723,13397.52706,288672.6332,152772.9996,32872.13906,0.070489163,22.35959927,0.65908698,15.43515101,2.149366561,3.955100854,0.175892262,0.063741806,0.092240402,0.042539355,0.352558316,6.389376549,0.04548635,0.004983001,0.0904294,0.03307275,5.178669133,0.006873578,0.04742083,2.884646302,6.208601286,52.72588424,5.129153269,48.64817792,20.43890675,134.0214362,1.967979636,474.4622186,120.9237674,425.755761,4.524383708,170.8062701,30.12031083,168.2368703,23.38855979,0.536838208,63.96038504,17.26092188,1.632913736,31.93215476,0.188750381,0.290594585,0.029047385,0.387686279,0.155801108,1.109236388,0.705023337,0.07992284,0.04110976,0.102181709,0.245495131,0.017391113,0.087424782,1.51651168,0.047360464,0.767338293,45.32478712,1.730655313,95.43718292,781.3143722,0.621238801,9.702486871,24.72389558,5.778297807,0.989759036,17.03565029,38.25464937,34.45483472,3.861383998,0.58042941,0.552023479,9.698177325,10.82471424,2.268551128,0.0441,0.0935,0.0806,0.6603,0.9010,0.8194,3.5273,8.1426,6.7769,2.2602,0.5034,3.5560,20.7054,40.8415,29.0919,9.2438,3.1246,7.0040,15.8385,19.2801,10.6091,3.4163,0.2146,0.8262,1.4218,4.1590,9.8713,13.8163,7.8076,0.1143,0.2718,0.5990,1.7126,2.9969,2.7500,0.05436659,0.017378636,0.013196109,0.704447264,0.939010292,1.298450742,1.126481508,0.293882858,4.2035434,1.114980341,1.79702367,4.362266397,0.71448533,0.073765998,0.157028056,0.051681627,0.421269797,1.613609662
s28,0.65961807,0.822829397,1.290424598,1.166815357,0.364238906,0.413664768,-0.991805555,0.055533137,-0.483924989,-1.712181803,0.211053234,0.742544623,0.306681663,1.124290159,-1.428173266,-0.062546551,0.100196484,0.76915796,-0.179516141,-0.212006418,-0.373101592,1.232418764,-0.268607064,-0.111025191,-0.540713816,-0.427516489,-1.041160159,-0.289202527,1.44686397,2.056996049,-2.04203453,1.761594617,1.493666914,0.55663942,0.823314742,0.745660215,1.832721603,1.067929291,0.942473115,1.749366814,1.400523766,1.799386674,1.409044796,124288.4109,39939.72999,23260.1056,726523.0831,1836833.911,54243.8775,1330.919302,60037.54776,663362.3303,179894.4529,1729744.194,28377.69073,59821.46142,1286607.348,235716.1604,1668264.791,5873.308693,12643.47037,410811.3715,200983.1222,47115.71106,0.05023323,15.62844173,0.426780178,10.40209829,1.540496141,3.128456259,0.151231636,0.038286773,0.047008022,0.027719355,0.134251799,4.179348834,0.036053937,0.003236383,0.054470925,0.024056073,3.679088448,0.012862836,0.038105732,3.533665835,5.623441397,74.74052369,4.562219451,57.39426434,27.22693267,122.9352868,2.339401496,447.8210723,118.3173317,402.3977556,4.035785536,190.8840399,34.36895262,177.9693267,17.42045455,0.442644349,51.90118243,12.80359337,1.347128378,19.33668612,0.230379984,0.271386839,0.029887375,0.467661869,0.148017603,1.0555527,0.672486048,0.071339009,0.030756818,0.065156801,0.239367207,0.014438561,0.076265106,1.43310096,0.039983192,0.555236437,58.63951167,1.83737715,49.41206308,587.2894853,0.572148372,8.39751681,17.63550068,3.57378205,0.711234545,15.46877956,37.96777356,23.5583051,5.173892108,0.706144348,0.579370948,6.552458255,10.74765696,3.361747863,0.0237,0.0761,0.1070,0.3341,0.4802,0.8910,2.4285,4.7530,3.8501,1.6727,0.3536,2.8875,15.3214,29.6812,22.0984,9.4832,2.8100,7.1480,13.9752,17.6744,9.4077,3.1036,0.0918,0.5669,1.3696,3.7472,7.8247,15.1910,10.9356,0.0800,0.2855,0.6379,1.8598,4.0767,5.5837,0.053951125,0.015657004,0.014150359,0.594810575,0.85566749,1.0050644,1.147625234,0.356262369,4.256699959,1.651265092,1.824460071,6.176032541,0.790250887,0.101650971,0.207824757,0.063535458,0.385597285,1.749303573
s29,0.474635109,0.744565629,0.847900585,0.184251151,2.316095613,0.54609716,1.947625743,1.987066747,2.875788444,1.81123365,1.076244382,0.555379434,1.125632103,-0.107096556,1.691061433,-0.557724399,0.815586837,0.78341375,0.164542703,-0.886358843,2.440677899,2.276184342,2.418993895,2.904347841,2.674043475,1.981150261,0.603342574,1.287873697,0.46380406,0.395751304,0.407914417,0.071548141,0.691206082,0.204558238,0.489798452,-0.239783459,-0.24279813,0.112190708,1.241168029,0.750562312,0.20773141,0.066551651,0.242989322,131472.9919,44464.63667,24641.77077,789288.9549,1828391.89,59849.57515,1407.064435,66243.72319,620015.9146,203899.569,1861375.87,24891.83968,74913.66614,1348583.612,290153.3192,1671986.085,5903.269881,14256.7058,412983.8577,249108.5673,51730.11947,0.050169387,17.54516942,0.565803013,10.59265783,2.059610787,3.703909534,0.164901193,0.043909491,0.090332393,0.04399542,0.210574368,5.265111073,0.03563672,0.004109533,0.082921055,0.032156613,4.17736513,0.008384479,0.051363794,3.916710735,5.175171867,69.72540984,3.719857218,45.28476996,23.7117927,147.7628239,1.840428345,422.2519831,162.6922263,418.8162348,3.075621364,157.5088577,30.06478054,169.2835801,23.72891958,0.426645004,51.98797725,16.49829407,1.031762794,23.52250203,0.200003007,0.31348885,0.022919294,0.400474326,0.199612033,1.116888613,0.781599689,0.082641787,0.032072833,0.077943644,0.247313122,0.016042861,0.07525408,1.195087894,0.047333744,0.589811451,55.09991877,1.598537774,127.3784521,1267.232,0.346394517,6.040276122,13.21521984,3.061217057,0.562408952,12.52064296,22.96469011,22.29221295,3.184743743,0.702804264,0.614421931,4.256489207,8.335899219,1.937756589,0.0258,0.0570,0.0716,0.2826,0.5919,1.0332,2.1076,4.7345,4.6074,1.9129,0.3336,2.9342,15.3939,28.7981,28.2292,8.8168,3.0166,5.2497,10.3424,16.9195,8.3185,3.3962,0.0971,0.6859,1.1367,3.3306,8.6598,14.3151,7.8439,0.0857,0.1308,0.4391,1.5798,2.8214,2.9333,0.04990737,0.014050064,0.012390141,0.597341159,0.570156952,0.91879122,0.956059461,0.290963793,3.801508752,1.507062084,1.615185333,4.380614468,0.771013591,0.077933396,0.146743142,0.069971692,0.441504009,1.868208024
s30,-3.592491182,-2.242311425,-3.360584567,-3.398438999,-0.769269133,-2.27496259,0.240327579,-1.56888263,-0.875847281,-2.376360283,-0.450436086,-1.571514882,0.193311534,0.317645176,1.228937824,-1.928300868,-2.509658144,-9.939115356,-1.44764216,-0.495627328,-1.987964423,-4.162855938,-1.431114401,-3.457717425,-1.250204908,-1.665357988,-1.266709023,-0.965674907,1.639521666,1.67775686,0.611140641,1.65310367,0.099241186,0.500204554,-0.183410392,1.522876039,1.57632223,0.917760766,-1.38408692,0.057294537,1.143451375,0.632037979,0.584505995,138356.6229,49608.90209,23543.08201,814063.6576,2179330.023,70908.31763,1616.367696,62756.60319,773418.1116,210101.7231,2141471.879,32486.33973,57604.22405,1480188.898,263564.3921,1911703.244,5043.963354,17353.153,448617.5306,239682.2316,47195.7324,0.042369068,12.73502197,0.428400486,7.519889339,1.305082182,3.314249064,0.16273896,0.021657429,0.036068273,0.022367728,0.118828676,4.301779577,0.038972651,0.003241339,0.042820903,0.023533691,3.601594823,0.008893101,0.031140212,2.722857143,4.746009852,52.7017734,2.793300493,37.30906404,17.96236453,95.76857143,1.319507389,366.3611823,85.9537931,273.2723153,2.664137931,135.8825616,26.88236453,146.4489655,17.06736362,0.332032688,36.67871604,11.2324965,1.139144519,22.84399617,0.19164106,0.297288035,0.021584676,0.371312331,0.168595579,1.11353685,0.704563338,0.082549802,0.024575208,0.06257718,0.214462537,0.01807147,0.080891799,1.405297569,0.042719432,0.673945799,54.79820364,1.751895752,43.2406805,422.2158102,0.172790673,4.574643489,12.46817945,2.428937233,0.455230561,7.112709483,19.22745914,11.35484543,2.677651712,0.331716457,0.921057562,3.21082544,4.90552722,0.908441761,0.0664,0.1221,0.0844,0.3556,0.5429,0.7438,2.2617,4.1579,4.0781,2.1459,0.3092,3.0154,15.7650,23.2408,25.5651,10.1559,1.1854,4.8753,6.6987,12.2239,6.5623,2.4426,0.0356,0.3409,0.7804,2.0408,5.2780,9.3943,6.6055,0.0290,0.1129,0.1740,0.8316,1.7653,1.8294,0.030824963,0.00998343,0.007038695,0.578433945,0.515185309,0.490684724,0.835668227,0.256587995,3.271649392,1.182777672,0.988094717,3.641031435,0.598191855,0.075015428,0.151794782,0.03930444,0.184981365,1.183980349
s31,-1.565305184,-1.752106933,-0.739004776,-0.283600731,-0.331619012,-0.131067224,-0.169678555,-0.669538882,-1.564392289,-0.967282818,-0.017529051,-0.278185898,0.553872783,-0.864815214,0.460339444,0.399662189,-0.236270813,0.214003974,-0.319793719,0.701451876,-0.546163268,-0.931503169,0.037010086,-1.152867958,0.165042917,-0.3146794,0.355196484,0.645195389,-1.053893605,-1.467426079,-0.090988725,-0.413305148,-0.309845834,-0.0061436,0.427786814,-0.718562802,-1.239666793,-0.166017725,0.463068709,0.243420365,-0.368406269,-0.214794693,-0.141062016,107946.7675,64169.55062,20771.02655,1028670.552,2106599.185,113968.5251,1034.751566,72269.57137,912203.7256,270989.3551,1540886.303,21866.59662,33216.22272,945035.62,190431.7836,1522710.441,4880.322484,13776.89828,315601.9058,191329.7214,31008.17615,0.064622913,16.1146641,0.676545347,7.965799301,1.808374942,4.904630245,0.229931077,0.024309505,0.045339611,0.026610604,0.089261462,3.629741601,0.028072531,0.005962542,0.050628607,0.027657361,3.548514112,0.011728541,0.046081616,4.523990083,9.81070439,142.3947791,4.469593117,83.28088085,47.57036605,158.311944,2.093626951,541.9725828,159.4149045,467.6097419,4.170920228,230.2632347,43.71022313,218.6906811,20.70205066,0.734539606,41.23297145,13.70213108,3.438681142,26.5437877,0.281281814,0.296402379,0.028337533,0.472140575,0.183895837,1.089773799,0.659803854,0.072597261,0.02289837,0.064287244,0.206734581,0.024921217,0.072422802,1.231271545,0.03862623,0.751143373,58.68090068,2.202975472,109.8634506,925.514798,0.130505374,3.30977302,8.508307446,2.517886716,0.265437778,5.251929384,19.42377174,8.998744412,1.844426164,0.355905052,0.775498717,1.190946778,1.645621137,0.495156245,0.2313,0.4598,0.1026,0.5231,1.3240,0.9572,2.5788,5.2703,6.4435,3.8764,0.3447,2.8979,16.3335,24.7652,22.3907,13.4873,1.6813,7.0149,10.5230,12.7181,5.1705,1.8099,0.0569,0.3952,0.7700,1.8002,3.8591,6.2596,4.4864,0.0287,0.0652,0.1701,0.5472,0.9935,1.5745,0.042621425,0.026102461,0.008980821,0.85807743,0.97950899,0.743756206,1.648130453,0.442954927,3.392901529,1.422057969,1.297656743,5.048413992,0.914597893,0.090251625,0.16931782,0.078020098,0.291826704,1.629444351
s32,-2.414916462,-2.217665464,-1.876231021,-1.832478163,-0.502713735,-1.83138335,0.588156521,-0.81397644,-0.189529784,-0.673161433,0.894347961,0.526607921,0.788782052,0.25230196,1.355128699,0.654260888,0.462019314,-0.078079068,0.891549647,1.106801341,0.271716767,-2.202794885,0.541334241,-0.845388383,0.568757672,0.486983186,-0.376626272,-0.089713441,0.056535648,-0.580385287,-0.469586583,-0.218533293,-0.198731805,0.149432406,0.218999712,0.445052403,0.069311482,0.205168849,0.512593713,0.11438445,0.025697171,0.109622916,0.05101574,103312.4765,35206.76776,18967.48456,550187.3806,1443251.677,50617.89097,1048.987714,51052.51256,636776.1777,164325.6234,1427073.728,27390.88189,36270.09203,1042303.565,208386.8259,1283111.566,4552.886242,12243.41687,310049.4788,191857.7204,38347.86188,0.082885311,24.02233008,0.826958351,14.96560012,2.808464532,6.472572772,0.308523657,0.038926396,0.062779985,0.053047699,0.197860492,7.888839083,0.085959822,0.006927276,0.078807046,0.043164162,6.835136882,0.010186038,0.062683735,5.730532607,10.07822113,101.131306,5.429073651,68.35278608,43.54192301,227.443839,4.461240991,719.4591317,202.2879241,715.6335033,5.528563895,268.9349622,53.64686237,266.8208824,37.90436654,1.200902009,81.73595736,27.24641246,3.088150882,50.17281673,0.27194027,0.410928541,0.025179094,0.520299201,0.219021821,1.466074498,0.952380821,0.126472974,0.025038844,0.079742049,0.302039133,0.031517868,0.10943116,1.828520357,0.065917747,0.939843524,69.52736777,2.66297663,71.89087089,647.4652521,0.099430646,3.942583271,8.440011552,1.749264241,0.259372335,5.365087879,14.646588,10.20844679,1.823899112,0.393789367,1.292227081,2.207965454,2.741494073,0.800506092,0.0354,0.2362,0.1153,0.3971,0.6887,1.0542,3.2698,5.1898,4.5846,3.3351,0.2879,3.5755,24.2217,33.9581,23.9581,12.9277,1.4811,8.3150,11.7904,13.1133,5.8081,3.3540,0.0415,0.4498,1.0624,2.8356,5.7682,9.0420,6.5967,0.0190,0.1189,0.3629,1.0088,1.7627,2.2848,0.057686526,0.020179292,0.006688715,0.969711664,0.816773188,0.707306507,1.242390739,0.39020842,4.970025248,2.082863766,1.863497205,5.422766199,1.0089032,0.110905288,0.247928568,0.069489569,0.449026435,2.131074882
s33,-0.40330776,-0.542523864,-0.291940251,-0.164727412,-1.081320894,0.198049978,-2.222426289,-0.563099023,-0.874781379,-0.487846424,-1.615354791,0.140323081,-0.112168595,-0.080859567,-0.06466241,-1.038218195,-0.575931093,-0.048378989,-0.69291773,0.307303165,-1.581191726,0.290628476,-1.637566382,-2.349752626,-1.620756975,-1.466390697,-0.500906768,-0.227291256,-1.252256404,-0.565569571,-0.180877706,-0.799931572,-0.165038872,-0.642334896,0.097795357,0.430486781,-0.127647677,-0.135259269,0.4204059,-0.403076556,-0.796790437,-0.655053695,-0.527437311,125641.0102,65940.71941,20087.88377,1109540.409,2314107.637,101742.7587,1062.602164,65232.03108,694818.9875,277990.8655,1731479.212,22768.08795,31466.73307,872747.7087,214992.9731,1764316.539,4688.42083,12024.6483,357444.6754,240328.0276,36794.06766,0.062241287,20.03194268,0.85655211,7.98740653,2.142398434,5.796812408,0.255990035,0.027999399,0.052282932,0.030031546,0.109062041,4.347265573,0.028324876,0.003993357,0.062109844,0.031199927,4.620537205,0.011124649,0.049564361,3.244908159,5.302136699,98.38710484,3.109458953,54.18093215,33.16756216,174.6597526,1.520179933,432.2910159,131.6673747,422.9010371,4.383981007,207.6068974,39.75246782,199.8089466,30.76934835,0.642719228,57.32582462,17.49726468,2.768463395,26.58189863,0.192361297,0.349489668,0.021222793,0.396462729,0.178069502,1.293737064,0.720394078,0.092408449,0.023761934,0.055055748,0.211804396,0.024216768,0.107555665,1.721850381,0.053219722,0.750557067,48.64786806,1.717538214,67.19869722,604.6673433,0.072714536,3.32937303,8.988833625,2.09074606,0.199523643,5.320210158,16.19929947,8.08965324,1.853870403,0.478809107,1.164595447,1.292581436,1.581043783,0.508119089,0.2238,0.3547,0.0765,0.4457,1.4082,0.9637,1.9574,5.4455,6.9367,3.8721,0.3365,2.8619,15.6098,31.7261,28.1245,12.4743,1.2663,6.2680,11.9003,15.1567,6.7505,2.5845,0.0312,0.3538,0.7533,1.7440,4.1931,7.3045,3.8527,0.0277,0.0589,0.1670,0.6251,1.5114,1.4478,0.039125075,0.014898133,0.007651148,0.549998094,0.59993391,0.45233538,1.086155489,0.37007918,3.060451697,1.242884559,0.938780646,4.012475693,0.797450465,0.056842186,0.139431375,0.058034341,0.24179408,1.330633825
s34,-0.744659539,-0.399448901,0.015077641,0.114063249,0.832680601,0.243021503,1.512127492,1.116813564,1.272386899,1.204329144,1.331728289,0.277401644,1.903060561,0.792198431,2.721754545,-0.225971874,-0.232786709,-0.085309267,-0.420718488,-0.478643836,-0.649079613,-2.076043707,-0.754950653,-1.814031927,-1.444958752,-0.487534299,-1.573520627,-1.297091782,0.319009045,-0.749154805,-0.205935772,0.028076161,-0.371342021,0.15646785,-0.024999381,0.733519263,-0.049919756,0.232471885,0.401911399,-0.405268046,-0.737272335,-0.445223454,-0.454727728,132537.6796,45881.28178,23973.39034,727200.1223,1955558.268,56461.9261,1753.528621,56049.00891,579891.1976,189561.8565,2138306.143,25521.50375,59297.50383,1447944.599,302923.7322,1902306.362,5310.146359,16832.11406,388101.2708,277514.1308,64447.23069,0.065395172,21.43930375,0.689895034,11.0857481,2.474873413,4.985627523,0.216449578,0.04319216,0.07282176,0.045522941,0.251734453,7.479526896,0.048750487,0.003310355,0.070082991,0.038233696,6.469656422,0.007359936,0.030605135,4.693594031,6.909184461,62.38615899,2.149858503,40.40043736,19.40030872,169.3925907,1.336377669,513.4794186,143.0437355,458.4108567,3.777463339,216.6971958,33.16683818,188.1009776,28.11600778,0.433210917,54.28328653,21.76949665,1.887160654,32.80262116,0.182711825,0.3025067,0.021090135,0.333125973,0.174990356,1.163118318,0.721209098,0.095497392,0.030118377,0.067196781,0.20162064,0.024503497,0.091736634,1.492958173,0.05192956,0.87018317,41.88564845,1.537985166,36.28019262,359.1114596,0.062076579,2.637687515,6.115382289,1.481308977,0.197934309,4.753281515,11.25257077,6.977982095,1.165361118,0.210274014,0.727346963,2.020596419,2.898545246,0.3990594,0.0627,0.0707,0.0577,0.2710,0.5867,0.9214,1.5211,3.9157,4.1915,1.5726,0.3224,2.3026,12.2419,25.3112,21.4398,7.6502,1.6375,3.3570,6.9279,11.3487,5.9275,2.5014,0.0687,0.4736,0.7790,2.3217,5.8143,8.7434,6.2257,0.0403,0.1031,0.2822,0.8953,1.7278,1.7980,0.033138412,0.014295441,0.012308873,0.786246452,0.452704842,0.582846031,1.135534902,0.324609061,3.688719715,1.014371093,1.314953614,4.543484535,0.812010188,0.085730617,0.131119062,0.061507942,0.291117605,1.55312317
